pupID #unique identifer for each mouse,litter #unique litter,sex,outcome,challenge.time #day and time mice were challenged,challenge.weight #weight of mice at challenge,vhr.post.challenge #hours post challenge at observation time,score #score at time of observation,time #day and time of first observation,weight #weight at  observation,v1.ch.weight # absolute weight change from challenge to v1,.pch.weight #percent weight change from challenge to current observation
2015.10.8_G3_M3 (F)_no.vaccination_new.0.85,19,F,live,2015.10.15 18:50,3.63,17.91666667,3,2015.10.16 12:45,,,
2015.10.8_G3_M4 (M)_no.vaccination_new.0.85,19,M,die,2015.10.15 18:50,3.22,17.91666667,5,2015.10.16 12:45,,,
2015.10.8_G3_M5 (F)_no.vaccination_new.0.85,19,F,die,2015.10.15 18:50,3.32,17.91666667,3,2015.10.16 12:45,,,
2015.10.8_G3_M6 (F)_sauton_new.0.95,19,F,live,2015.10.15 18:50,2.51,17.91666667,5,2015.10.16 12:45,,,
2015.10.8_G3_M7 (F)_sauton_new.0.95,19,F,die,2015.10.15 18:50,3.21,17.91666667,3,2015.10.16 12:45,,,
2015.10.8_G3_M8 (M)_sauton_new.0.95,19,M,die,2015.10.15 18:50,3.57,17.91666667,6,2015.10.16 12:45,,,
2015.10.8_G3_M9 (F)_sauton_new.0.95,19,F,die,2015.10.15 18:50,3.08,17.91666667,4,2015.10.16 12:45,,,
2015.10.8_G3_M10 (M)_sauton_new.0.95,19,M,die,2015.10.15 18:50,3.39,17.91666667,3,2015.10.16 12:45,,,
2015.11.09_G1_M5 (M)_Sauton_new.0.95,20,M,die,2015.11.16 17:20,4.07,18.41666667,2,2015.11.17 13:00,,,
2015.11.09_G1_M6 (M)_Sauton_new.0.95,20,M,die,2015.11.16 17:20,4.08,18.41666667,4,2015.11.17 13:00,,,
2015.11.09_G1_M7 (F)_Sauton_new.0.95,20,F,die,2015.11.16 17:20,3.96,18.41666667,2,2015.11.17 13:00,,,
2015.11.09_G1_M8 (F)_Sauton_new.0.95,20,F,die,2015.11.16 17:20,3.95,18.41666667,4,2015.11.17 13:00,,,
2015.11.10_G2_M1 (M)_Sauton_new.0.95,21,M,live,2015.11.18 17:55,3.23,18.92,7,2015.11.19 13:30,,,
2015.11.10_G2_M3 (M)_Sauton_new.0.95,21,M,die,2015.11.18 17:55,3.17,18.92,4,2015.11.19 13:30,,,
2015.11.10_G2_M4 (F)_Sauton_new.0.95,21,F,die,2015.11.18 17:55,3.4,18.92,6,2015.11.19 13:30,,,
2015.11.10_G3_M5 (F)_Sauton_new.0.95,22,F,die,2015.11.19 18:10,3.8,18.83,4,2015.11.20 13:00,3.6,0.2,5.263157895
2015.11.10_G3_M6 (M)_Sauton_new.0.95,22,M,die,2015.11.19 18:10,3.82,18.83,0,2015.11.20 13:00,3.69,0.13,3.403141361
2015.11.10_G3_M7 (F)_Sauton_new.0.95,22,F,die,2015.11.19 18:10,3.86,18.83,0,2015.11.20 13:00,3.64,0.22,5.699481865
2015.11.30_G4_M1 (F)_Sauton_new.0.95,23,F,die,2015.12.07 17:55,3.61,18.58,4,2015.12.08 12:30,3.39,0.22,6.094182825
2015.11.30_G4_M2 (M)_Sauton_new.0.95,23,M,live,2015.12.07 17:55,3.75,18.58,8,2015.12.08 12:30,4.19,-0.44,-11.73333333
2015.11.30_G5_M2 (F)_Sauton_new.0.95,24,F,live,2015.12.07 18:20,4.65,18.42,7,2015.12.8 12:45,4.64,0.01,0.215053763
2015.11.30_G6_M4 (M)_Sauton_new.0.95,25,M,die,2015.12.07 18:45,4.11,18.33333333,0,2015.12.08 13:50,4.02,0.09,2.189781022
2015.11.30_G6_M5 (F)_Sauton_new.0.95,25,F,die,2015.12.07 18:45,3.79,18.33333333,0,2015.12.08 13:50,3.68,0.11,2.90237467
7.31.2015_F1_M7 (M)_saline_old.0.8,1,M,live,,,24.5,8,,,,
7.31.2015_F1_M8 (F)_saline_old.0.8,1,F,live,,,24.5,8,,,,
7.31.2015_F1_M9 (F)_saline_old.0.8,1,F,live,,,24.5,8,,,,
7.31.2015_G2.F2_M1 (M)_saline_old.1.1,2,M,die,,,24.33333333,0,,,,
7.31.2015_G2.F2_M2 (M)_saline_old.1.1,2,M,die,,,NA,NA,,,,
7.31.2015_G2.F2_M4 (M)_saline_old.0.8,2,M,die,,,24.33333333,0,,,,
7.31.2015_G2.F2_M5 (M)_saline_old.0.8,2,M,die,,,24.33333333,0,,,,
7.31.2015_G2.F2_M6 (F)_saline_old.0.8,2,F,die,,,24.33333333,0,,,,
2015.08.07_F10_M2 (M)_saline.vacc_old.0.95,3,M,die,2015.08.15 20:40,4.31,21.28333333,6,2015.08.16 17:57,,,
2015.08.07_F10_M3 (M)_saline.vacc_old.0.95,3,M,die,2015.08.15 20:40,4.8,21.28333333,4,2015.08.16 17:57,,,
2015.08.07_F10_M4 (F)_saline.vacc_old.0.95,3,F,die,2015.08.15 20:40,5.01,21.28333333,6,2015.08.16 17:57,,,
2015.08.07_F10_M5 (M)_saline.vacc_old.0.8,3,M,live,2015.08.15 20:40,4.98,21.28333333,6,2015.08.16 17:57,,,
2015.08.07_F10_M6 (M)_saline.vacc_old.0.8,3,M,die,2015.08.15 20:40,3.93,21.28333333,4,2015.08.16 17:57,,,
2015.08.07_F10_M7 (M)_saline.vacc_old.0.8,3,M,live,2015.08.15 20:40,4.28,21.28333333,8,2015.08.16 17:57,,,
2015.08.07_F10_M8 (F)_saline.vacc_old.0.8,3,F,die,2015.08.15 20:40,4.38,21.28333333,6,2015.08.16 17:57,,,
2015.08.07_F6_M1 (M)_saline.vacc_old.0.95,4,M,live,2015.08.15 19:55,4.2,21.75,6,2015.08.16 17:40,,,
2015.08.07_F6_M2 (M)_saline.vacc_old.0.95,4,M,live,2015.08.15 19:55,4.29,21.75,6,2015.08.16 17:40,,,
2015.08.07_F6_M3 (F)_saline.vacc_old.0.95,4,F,live,2015.08.15 19:55,4.9,21.75,8,2015.08.16 17:40,,,
2015.08.07_F6_M4 (M)_saline.vacc_old.0.8,4,M,live,2015.08.15 19:55,4.81,21.75,6,2015.08.16 17:40,,,
2015.08.07_F6_M5 (M)_saline.vacc_old.0.8,4,M,live,2015.08.15 19:55,5.15,21.75,6,2015.08.16 17:40,,,
2015.08.07_F6_M6 (F)_saline.vacc_old.0.8,4,F,live,2015.08.15 19:55,4.99,21.75,6,2015.08.16 17:40,,,
2015.08.07_F6_M7 (F)_saline.vacc_old.0.8,4,F,live,2015.08.15 19:55,4.89,21.75,8,2015.08.16 17:40,,,
2015.08.07_F8_M1 (M)_saline.vacc_old.0.95,5,M,live,2015.08.15 20:22,5.6,21.43333333,6,2015.08.16 17:48,,,
2015.08.07_F8_M2 (M)_saline.vacc_old.0.95,5,M,die,2015.08.15 20:22,5.58,21.43333333,6,2015.08.16 17:48,,,
2015.08.07_F8_M3 (F)_saline.vacc_old.0.95,5,F,die,2015.08.15 20:22,5.19,21.43333333,4,2015.08.16 17:48,,,
2015.08.07_F8_M4 (M)_saline.vacc_old.0.8,5,M,live,2015.08.15 20:22,5.53,21.43333333,6,2015.08.16 17:48,,,
2015.08.07_F8_M6 (F)_saline.vacc_old.0.8,5,F,live,2015.08.15 20:22,4.83,21.43333333,4,2015.08.16 17:48,,,
2015.08.07_F8_M7 (F)_saline.vacc_old.0.8,5,F,live,2015.08.15 20:22,5.46,21.43333333,6,2015.08.16 17:48,,,
2015.08.20_G1_M2 (M)_saline.vacc_old.0.95,6,M,die,2015.08.28 18:25,4.76,25.08333333,6,2015.08.29 19:30,4.5,-0.26,-5.462184874
2015.08.20_G1_M3 (M)_saline.vacc_old.0.95,6,M,die,2015.08.28 18:25,4.54,25.08333333,0,2015.08.29 19:30,4.32,-0.22,-4.845814978
2015.08.20_G1_M4 (F)_saline.vacc_old.0.95,6,F,live,2015.08.28 18:25,4.54,25.08333333,8,2015.08.29 19:30,4.24,-0.3,-6.607929515
2015.08.29_F1_M5 (M)_Sauton_old.0.95,7,M,die,2015.09.05 20:00,3.73,21.5,6,2015.09.06 17:30,3.6,-0.13,-3.485254692
2015.08.29_F1_M6 (F)_Sauton_old.0.95,7,F,die,2015.09.05 20:00,3.8,21.5,0,2015.09.06 17:30,3.7,-0.1,-2.631578947
2015.08.29_F2_M4 (M)_Sauton_NA,8,M,die,2015.09.04 20:00,5.69,21.5,4,2015.09.06 17:30,5.47,-0.22,-3.866432337
2015.08.29_F1_M7 (F)_Sauton_old.0.95,9,F,live,2015.09.05 20:00,3.54,21.5,6,2015.09.06 17:30,3.4,-0.14,-3.95480226
2015.09.05_G2_M1 (F)_Sauton_old.0.95,10,F,die,2015.09.13 20:10,4.9,27.33333333,0,2015.09.14 23:30,4.44,-0.46,-9.387755102
2015.09.05_G2_M2 (M)_Sauton_old.0.95,10,M,die,2015.09.13 20:10,5.2,27.33333333,0,2015.09.14 23:30,4.78,-0.42,-8.076923077
2015.09.05_G2_M3 (F)_Sauton_old.0.95,10,F,die,2015.09.13 20:10,5.12,27.33333333,0,2015.09.14 23:30,4.59,-0.53,-10.3515625
2015.09.05_G2_M4 (M)_Sauton_old.0.95,10,M,die,2015.09.13 20:10,4.68,27.33333333,1,2015.09.14 23:30,4.25,-0.43,-9.188034188
2015.09.07_G3_M1 (M)_Sauton_old.0.95,11,M,die,2015.09.14 17:15,5.01,24.25,3,2015.09.15 17:30,,,
2015.09.07_G3_M2 (F)_Sauton_old.0.95,11,F,die,2015.09.14 17:15,5.67,24.25,0,2015.09.15 17:30,5.39,-0.28,-4.938271605
2015.09.07_G3_M3 (M)_Sauton_old.0.95,11,M,die,2015.09.14 17:15,5.56,24.25,6,2015.09.15 17:30,,,
2015.09.07_G3_M4 (F)_Sauton_old.0.95,11,F,die,2015.09.14 17:15,5.49,NA,NA,,,,
2015.10.10_G4_M1 (F)_saline_new.0.85,12,F,live,2015.10.17 18:55,4.09,24.16666667,5,2015.10.10 19:05,3.77,-0.32,-7.82396088
2015.10.10_G4_M3 (F)_saline_new.0.85,12,F,die,2015.10.17 18:55,3.46,24.16666667,4,2015.10.10 19:05,3.23,-0.23,-6.647398844
2015.10.10_G4_M4 (M)_saline_new.0.85,12,M,die,2015.10.17 18:55,3.98,24.16666667,5,2015.10.10 19:05,3.66,-0.32,-8.040201005
2015.10.10_G4_M5 (M)_saline_new.0.95,12,M,live,2015.10.17 18:55,4.11,24.16666667,5,2015.10.10 19:05,3.92,-0.19,-4.622871046
2015.10.10_G4_M6 (F)_saline_new.0.95,12,F,live,2015.10.17 18:55,3.49,24.16666667,4,2015.10.10 19:05,3.4,-0.09,-2.578796562
2015.10.10_G4_M7 (M)_saline_new.0.95,12,M,live,2015.10.17 18:55,3.93,24.16666667,7,2015.10.10 19:05,3.69,-0.24,-6.106870229
2015.10.10_G5_M1 (F)_saline_new.0.85,13,F,live,2015.10.17 19:20,3.77,24.08333333,7,2015.10.18 19:25,3.52,-0.25,-6.631299735
2015.10.10_G5_M2 (M)_saline_new.0.85,13,M,live,2015.10.17 19:20,4.2,24.08333333,8,2015.10.18 19:25,4.44,0.24,5.714285714
2015.10.10_G5_M3 (F)_saline_new.0.85,13,F,live,2015.10.17 19:20,3.83,24.08333333,5,2015.10.18 19:25,3.56,-0.27,-7.049608355
2015.10.10_G5_M4 (M)_saline_new.0.85,13,M,live,2015.10.17 19:20,3.76,24.08333333,6,2015.10.18 19:25,3.52,-0.24,-6.382978723
2015.10.10_G5_M5 (F)_saline_new.0.85,13,F,live,2015.10.17 19:20,3.3,24.08333333,8,2015.10.18 19:25,3.14,-0.16,-4.848484848
2015.10.10_G5_M6 (F)_saline_new.0.95,13,F,die,2015.10.17 19:20,3.78,24.08333333,4,2015.10.18 19:25,3.59,-0.19,-5.026455026
2015.10.10_G5_M7 (F)_saline_new.0.95,13,F,die,2015.10.17 19:20,3.57,NA,NA,,,,
2015.10.10_G5_M8 (M)_saline_new.0.95,13,M,live,2015.10.17 19:20,3.8,24.08333333,7,2015.10.18 19:25,3.6,-0.2,-5.263157895
2015.10.10_G5_M9 (F)_saline_new.0.95,13,F,live,2015.10.17 19:20,3.38,24.08333333,5,2015.10.18 19:25,3.59,0.21,6.213017751
2015.10.11_G7_M3 (F)_Sauton_old.0.95,14,F,live,2015.10.18 18:25,5.93,25.33333333,7,2015.10.19 19:45,5.67,-0.26,-4.384485666
2015.10.12_G8_M1 (M)_saline_new.1.0,15,M,die,2015.10.19 18:35,4.16,24.16666667,4,2015.10.20 18:45,3.9,-0.26,-6.25
2015.10.12_G8_M2 (M)_saline_new.1.0,15,M,die,2015.10.19 18:35,4.75,24.16666667,2,2015.10.20 18:45,4.32,-0.43,-9.052631579
2015.10.12_G8_M3 (F)_saline_new.1.0,15,F,die,2015.10.19 18:35,4.67,24.16666667,1,2015.10.20 18:45,4.38,-0.29,-6.209850107
2015.10.12_G8_M4 (M)_saline_new.1.0,15,M,die,2015.10.19 18:35,4.7,24.16666667,2,2015.10.20 18:45,4.3,-0.4,-8.510638298
2015.10.12_G8_M5 (M)_saline_new.1.1,15,M,die,2015.10.19 18:35,4.54,24.16666667,0,2015.10.20 18:45,4.3,-0.24,-5.286343612
2015.10.12_G8_M6 (F)_saline_new.1.1,15,F,die,2015.10.19 18:35,4.64,24.16666667,0,2015.10.20 18:45,4.32,-0.32,-6.896551724
2015.10.12_G8_M7 (M)_saline_new.1.1,15,M,die,2015.10.19 18:35,4.63,24.16666667,0,2015.10.20 18:45,4.35,-0.28,-6.047516199
2015.10.12_G9_M3 (F)_Saut_NA,16,F,die,2015.10.19 19:15,4.54,23.66666667,0,2015.10.20 18:55,4.22,-0.32,-7.04845815
2015.10.12_G9_M4 (F)_Saut_NA,16,F,die,2015.10.19 19:15,4.36,23.66666667,2,2015.10.20 18:55,4.19,-0.17,-3.899082569
2015.10.25_G2_M1 (F)_Sauton_old.0.95,17,F,die,2015.11.02 14:10,4.37,24.83333333,6,2015.11.03 17:55,,,
2015.10.25_G2_M2 (M)_Sauton_old.0.95,17,M,die,2015.11.02 14:10,3.49,24.83333333,0,2015.11.03 17:55,,,
2015.10.25_G2_M3 (F)_Sauton_old.0.95,17,F,die,2015.11.02 14:10,4.32,24.83333333,4,2015.11.03 17:55,,,
2015.10.25_G2_M4 (M)_Sauton_old.0.95,17,M,die,2015.11.02 14:10,4.1,24.83333333,5,2015.11.03 17:55,,,
2015.10.25_G2_M5 (F)_Sauton_old.0.95,17,F,die,2015.11.02 14:10,4.71,24.83333333,4,2015.11.03 17:55,,,
2015.10.25_G2_M6 (M)_Sauton_old.0.95,17,M,die,2015.11.02 14:10,5.49,24.83333333,7,2015.11.03 17:55,,,
2015.10.27_G6_M4 (F)_Sauton_old.0.95,18,F,live,2015.11.04 17:45,4.92,23.91666667,6,2015.11.05 17:40,4.8,-0.12,-2.43902439
2015.10.27_G6_M5 (F)_Sauton_old.0.95,18,F,die,2015.11.04 17:45,4.68,23.91666667,0,2015.11.05 17:40,4.35,-0.33,-7.051282051
2015.10.27_G6_M6 (F)_Sauton_old.0.95,18,F,die,2015.11.04 17:45,4.7,23.91666667,4,2015.11.05 17:40,4.35,-0.35,-7.446808511
2015.10.8_G3_M1 (F)_no.vaccination_new.0.85,19,F,live,2015.10.15 18:50,3.27,23.56666667,5,2015.10.16 18:20,3.39,0.12,3.669724771
2015.10.8_G3_M2 (M)_no.vaccination_new.0.85,19,M,live,2015.10.15 18:50,3.26,23.56666667,5,2015.10.16 18:20,3.27,0.01,0.306748466
2015.10.8_G3_M3 (F)_no.vaccination_new.0.85,19,F,live,2015.10.15 18:50,3.63,23.56666667,4,2015.10.16 18:20,3.48,-0.15,-4.132231405
2015.10.8_G3_M4 (M)_no.vaccination_new.0.85,19,M,die,2015.10.15 18:50,3.22,23.56666667,5,2015.10.16 18:20,3.05,-0.17,-5.279503106
2015.10.8_G3_M5 (F)_no.vaccination_new.0.85,19,F,die,2015.10.15 18:50,3.32,23.56666667,4,2015.10.16 18:20,3.17,-0.15,-4.518072289
2015.10.8_G3_M6 (F)_sauton_new.0.95,19,F,live,2015.10.15 18:50,2.51,23.56666667,6,2015.10.16 18:20,2.51,0,0
2015.10.8_G3_M7 (F)_sauton_new.0.95,19,F,die,2015.10.15 18:50,3.21,23.56666667,2,2015.10.16 18:20,3.08,-0.13,-4.049844237
2015.10.8_G3_M8 (M)_sauton_new.0.95,19,M,die,2015.10.15 18:50,3.57,23.56666667,4,2015.10.16 18:20,3.48,-0.09,-2.521008403
2015.10.8_G3_M9 (F)_sauton_new.0.95,19,F,die,2015.10.15 18:50,3.08,23.56666667,2,2015.10.16 18:20,2.98,-0.1,-3.246753247
2015.10.8_G3_M10 (M)_sauton_new.0.95,19,M,die,2015.10.15 18:50,3.39,23.56666667,2,2015.10.16 18:20,3.26,-0.13,-3.83480826
2015.11.09_G1_M5 (M)_Sauton_new.0.95,20,M,die,2015.11.16 17:20,4.07,23.75,0,2015.11.17 18:20,3.81,-0.26,-6.388206388
2015.11.09_G1_M6 (M)_Sauton_new.0.95,20,M,die,2015.11.16 17:20,4.08,23.75,3,2015.11.17 18:20,3.83,-0.25,-6.12745098
2015.11.09_G1_M7 (F)_Sauton_new.0.95,20,F,die,2015.11.16 17:20,3.96,23.75,3,2015.11.17 18:20,3.7,-0.26,-6.565656566
2015.11.09_G1_M8 (F)_Sauton_new.0.95,20,F,die,2015.11.16 17:20,3.95,23.75,4,2015.11.17 18:20,3.68,-0.27,-6.835443038
2015.11.10_G2_M1 (M)_Sauton_new.0.95,21,M,live,2015.11.18 17:55,3.23,23.92,7,2015.11.19 18:30,3.14,-0.09,-2.786377709
2015.11.10_G2_M3 (M)_Sauton_new.0.95,21,M,die,2015.11.18 17:55,3.17,23.92,3,2015.11.19 18:30,3,-0.17,-5.362776025
2015.11.10_G2_M4 (F)_Sauton_new.0.95,21,F,die,2015.11.18 17:55,3.4,23.92,5,2015.11.19 18:30,3.13,-0.27,-7.941176471
2015.11.10_G3_M5 (F)_Sauton_new.0.95,22,F,die,2015.11.19 18:10,3.8,24,4,2015.11.20 18:10,3.53,-0.27,-7.105263158
2015.11.10_G3_M6 (M)_Sauton_new.0.95,22,M,die,2015.11.19 18:10,3.82,NA,NA,,,,
2015.11.10_G3_M7 (F)_Sauton_new.0.95,22,F,die,2015.11.19 18:10,3.86,NA,NA,,,,
2015.11.30_G4_M1 (F)_Sauton_new.0.95,23,F,die,2015.12.07 17:55,3.61,23.58,0,2015.12.08 17:30,3.36,-0.25,-6.925207756
2015.11.30_G4_M2 (M)_Sauton_new.0.95,23,M,live,2015.12.07 17:55,3.75,23.58,8,2015.12.08 17:30,4.23,0.48,12.8
2015.11.30_G5_M2 (F)_Sauton_new.0.95,24,F,live,2015.12.07 18:20,4.65,23.5,7,2015.12.08 17:50,4.64,-0.01,-0.215053763
2015.11.30_G6_M4 (M)_Sauton_new.0.95,25,M,die,2015.12.07 18:45,4.11,23.25,NA,,,,
2015.11.30_G6_M5 (F)_Sauton_new.0.95,25,F,die,2015.12.07 18:45,3.79,23.25,NA,,,,
